id,first_name,last_name,country,number
731,Bruno,Kneubühler,SWI,
732,Kim,Newcombe,NZE,
733,Sergio,Baroncini,ITA,
734,Hideo,Kanaya,JPN,
735,Kevin,Cowley,GBR,
736,Andre,Pogolotti,FRA,
737,Karl,Huber,?,
738,Hans,Maxwald,AUT,
739,Paul,Cott,GBR,
740,Derek,Lee,GBR,
741,Getulio,Marcasini,ITA,
742,Carlo,Marelli,ITA,
743,Ken,Araoka,JPN,
744,Arpad,Juhos,HUN,
745,Roland,Nilsson,SWE,
746,Josef,Ozelt,AUT,
747,Peter,Stocksiefen,GER,
748,R.,Schuster,?,
749,Rolf,Minhoff,GER,
750,Adu,Celso-Santos,BRA,
751,Michel,Rougerie,FRA,
752,Tierry,Tchernine,FRA,
753,R.,Jimenez,FRA,
754,Heinz,Schmid,SWI,
755,Fosco,Giansanti,ITA,
756,Giovanni,Buffarello,ITA,
757,Adriano,Cocchi,ITA,
758,Ermanno,Giuliano,ITA,
759,Nigel,Stone,?,
760,Claudio,Lusuardi,ITA,
761,B.,Lee,?,
762,Robert,Hackett,GBR,
763,Leigh,Notman,GBR,
764,Andy,Morris,GBR,
765,Mike,Evans,GBR,
766,Frantisek,Srna,TCH,
767,Marcel,Ankone,NED,
768,Giovanni,Proni,ITA,
769,Geza,Repitz,HUN,
770,Bela,Godany,HUN,
771,Borge W.,Nielsen,DAN,
772,B.,Miklos,?,
773,V.,Haeltert,?,
774,A.,Bertholet,?,
775,P.,Seljak,?,
776,H.,Kroismayr,AUT,
777,Bert,Mijland,NED,
778,Theo,Timmer,NED,
779,Bernd,Tungethal,GER,
780,Reiner,Richter,GER,
781,Benito,Jull,CUB,
782,L.,Uhlig,?,
783,E.,Borisenko,RUS,
784,Paolo,Isnardi,ITA,
785,Aramir,Brito,CUB,
786,Antonio,Garcia,CUB,
787,Ken,Redfern,?,
788,Tapio,Virtanen,FIN,
789,Remy,Hirschy,SWI,
790,Penty,Salonen,FIN,
791,Henk,Van Kessel,NED,
792,Victor,Palomo,SPA,
793,Olivier,Chevallier,FRA,
794,Werner,Giger,SWI,
795,Gianfranco,Bonera,ITA,
796,Georg,Pohlmann,GER,
797,Christian,Leon,FRA,
798,Wil,Hartog,NED,
799,Roger,Nichols,GBR,
800,Reinhard,Hiller,GER,
801,Dave,Hughes,GBR,
802,Mario,Lega,ITA,
803,Jean Francois,Baldé,FRA,
804,Udo,Kochanski,GER,
805,J.,Taylor,?,
806,Ted,Jansen,?,
807,Jean Paul,Boinet,FRA,
808,Graham,Bailey,GBR,
809,Bo,Brolin,SWE,
810,Jerome,Van Halter,NED,
811,Patrick,Pons,FRA,
812,Horst,Seel,GER,
813,Walter,Winkler,AUT,
814,Klaus,Leonhardt,GER,
815,Johann,Zemsauer,AUT,
816,Paolo,Pileri,ITA,
817,Rudolf,Weiss,AUT,
818,Walter,Kaletsch,GER,
819,Franz,Weidacher,?,
820,H.,Konschok,?,
821,Lothar,Mülbert,GER,
822,Herbert,Rittberger,GER,
823,J.,Roller,?,
824,R.,Bratenstein,?,
825,Kasimer,Rapczynski,?,
826,Rolf,Blatter,SWI,
827,Chris,Taylor,USA,
828,K.,Huggett,?,
829,Phil,Carpenter,GBR,
830,Helmut,Kassner,GER,
831,Niel,Tuxworth,GBR,
832,Ivan,Hodgkinson,GBR,
833,Clive,Horton,GBR,
834,Richard,Stevens,GBR,
835,Bob,Ware,GBR,
836,Gianni,Ribuffo,ITA,
837,Stefan,Dörflinger,SWI,
838,Piet,Vd Goorbergh,NED,
839,Ramon,Serrer,GER,
840,Ingermar,Larssen,SWE,
841,Leif,Gustafsson,SWE,
842,Hans,Hallberg,SWE,
843,Steffan,Liebst,SWE,
844,Lennart,Lundgren,SWE,
845,Pekka,Nurmi,FIN,
846,Philippe,Coulon,SWI,
847,Andre,Nuno,?,
848,Ricardo,Tormo,SPA,
849,Edmund,Czihak,GER,
850,Pete,McKinley,GBR,
851,Geoff,Barry,GBR,
852,Philippe,Gerard,FRA,
853,G.,Debrok,?,
854,Etienne,Delamarre,FRA,
855,Maurice,Maingret,FRA,
856,Günter,Schirnhofer,GER,
857,W.,Stephan,?,
858,Alfred,Heck,GER,
859,Winfried,Fries,GER,
860,Wolfgang,Rubel,GER,
861,Horst,Lahfeld,GER,
862,Fritz,Reitmaier,GER,
863,H.,Kittler,GER,
864,G.,Forderer,GER,
865,P.,Rüttjeroth,GER,
866,Arnulf,Teuchert,GER,
867,K.,Gaber,YUG,
868,J.,Kopitar,YUG,
869,Ingo,Emmerich,GER,
870,W.,Golembeck,?,
871,Peter,Ruttjeroth,?,
872,Peter,Frohnmeyer,GER,
873,G.,Elementi,?,
874,Armando,Toracca,ITA,
875,Hans,Mühlebach,SWI,
876,Pierpaolo,Bianchi,ITA,
877,Lorenzo,Ghiselli,ITA,
878,Luigi,Richetti,ITA,
879,Germano,Zanetti,ITA,
880,Julien,Van Zeebroeck,BEL,
881,W.,Werner,?,
882,C.,Guerrini,ITA,
883,Tony,Rogers,GBR,
884,Phil,Gurner,?,
885,Noel,Clegg,?,
886,Brian,Warburton,GBR,
887,John,Newbold,GBR,
888,Kenny,Roberts,USA,10
889,A.,Van Den Broecke,NED,
890,A.,Valster,NED,
891,A.,Van Der Draay,NED,
892,Takazumi,Katayama,JPN,
893,J.,Lazo,CUB,
894,Kjell,Solberg,NOR,
895,Robert,Laver,?,
896,B.,Rossel,?,
897,Steve,Tonkin,GBR,
898,Thierry,Van Der Veken,BEL,
899,Gerard,Choukroun,FRA,
900,Alan,North,RSA,
901,Edmar,Ferreira,BRA,
902,Francis,Holleberg,BEL,
903,Hans,Stadelmann,SWI,
904,Hans,Braumandl,AUT,
905,Bjorn,Hasli,NOR,
906,Bernard,Fau,FRA,
907,Rudolph,Keller,SWI,
908,Les,Kenny,GBR,
909,Johnny,Cecotto,VEN,
910,Jean Louis,Guignabodet,FRA,
911,CH,Huguet,?,
912,Philip,Bouzanne,FRA,
913,Ikujiro,Takai,JPN,
914,V.,Novella,ITA,
915,Xaver,Tschannen,SWI,
916,Jonnie,Ekerold,RSA,
917,Anton,Mang,GER,
918,Max,Wiener,AUT,
919,Patrick,Fernandez,FRA,
920,R.,Thiele,GER,
921,Marco,Lucchinelli,ITA,
922,Felice,Agostini,ITA,
923,Pier Luigi,Conforti,ITA,
924,Martin,Sharpe,?,
925,Eddie,Roberts,GBR,
926,R.,Cornelis,NED,
927,P.,Van Niel,NED,
928,Gerrit,Strikker,NED,
929,Juup,Bosman,NED,
930,Theo,Van Geffen,?,
931,M.,Arias,CUB,
932,Pierre,Audry,?,
933,J.,Svensson,SWE,
934,Per Edward,Carlsson,SWE,
935,Boet,Van Dulmen,NED,
936,K.,Gotesson,?,
937,Matti,Kinnunen,FIN,
938,Pat,Hennen,USA,
939,Stuart,Avant,NZE,
940,Virginio,Ferrari,ITA,
941,Christian,Estrosi,FRA,
942,John,Weeden,GBR,
943,Dave,Potter,GBR,
944,G.,Schwemmer,GER,
945,Jean Claude,Hogrel,FRA,
946,Yves,Le Tourmelin,?,
947,Werner,Schmied,AUT,
948,Franco,Uncini,ITA,
949,Kork,Ballington,RSA,
950,Eero,Hyvarinen,FIN,
951,Enrico,Cereda,ITA,
952,Auno,Hakala,FIN,
953,E.,Mischiatti,ITA,
954,S.,McClements,?,
955,Dennis,Casement,GBR,
956,P.,Cecchini,FRA,
957,Engelbert,Kip,?,
958,Patrick,Plisson,FRA,
959,Christian,Sarron,FRA,
960,Walter,Koschine,GER,
961,B.,Stopp,GER,
962,Wolfgang,Müller,?,
963,Steve,Baker,USA,
964,Steve,Parrish,GBR,
965,Steve,Wright,GBR,
966,Franz,Heller,GER,
967,Michael,Schmid,AUT,
968,Jean Philippe,Orban,BEL,
969,Franz,Rau,GER,
970,Kevin,Wrettom,GBR,
971,P.,Mezerhane,?,
972,C.,Bellon,?,
973,Eduardo,Aleman,VEN,
974,R.,Tausani,?,
975,Aldo,Nannini,VEN,
976,M.,Corradini,COL,
977,Ivan,Palazzese,VEN,
978,Rino,Pretelli,ITA,
979,Willy,Perez,ARG,
980,Rafael,Olavarria,VEN,
981,Christian,Parzer,AUT,
982,Akihiko,Kiyohara,JPN,
983,Vinicio,Salmi,ITA,
984,Barry,Ditchburn,GBR,
985,Giuseppe,Zigiotto,ITA,
986,Hagen,Klein,GER,
987,Jacques,Hutteau,FRA,
988,D.,Boulom,?,
989,Victor,Soussan,AUS,
990,Vanes,Francini,ITA,
991,Maurizio,Massimiani,ITA,
992,Sauro,Pazzaglia,ITA,
993,Paolo,Cipriani,ITA,
994,Guy,Bertin,FRA,
995,Peter,Looijensteijn,NED,
996,Masahiro,Wada,JPN,
997,C.,Dumont,?,
998,Thierry,Noblesse,FRA,
999,Seppo,Rossi,FIN,
1000,Thierry,Espié,FRA,
1001,B.,Johansson,SWE,
1002,Alan,Stewart,?,
1003,Michel,Frutschi,SWI,
1004,Eric,Saul,FRA,
1005,Steve,Manship,GBR,
1006,Graziano,Rossi,ITA,
1007,Roberto,Pietri,VEN,
1008,Gianni,Rolando,ITA,
1009,Gerhardt,Vogt,GER,
1010,Leandro,Becheroni,ITA,
1011,Jurgen,Steiner,GER,
1012,Carlo,Perugini,ITA,
1013,Dennis,Ireland,NZE,
1014,Kenny,Blake,AUS,
1015,A.,Piccioni,?,
1016,Carlos,Lavado,VEN,
1017,T.,Henter,USA,
1018,Victor,Leon,VEN,
1019,Alejandro,Aleman,VEN,
1020,Ricardo,Russo,ITA,
1021,Claudio,Granata,ITA,
1022,Luciano,Schiavone,ITA,
1023,Greg,Hansford,AUS,
1024,Ray,Quincey,AUS,
1025,M.,Cortes,SPA,
1026,Daniel,Corvi,?,
1027,J.,Mira,?,
1028,Raymond,Roche,FRA,
1029,Alois,Meyer,GER,
1030,A.,Jeva,?,
1031,S.,Monreale,?,
1032,B.,Wilbers,NED,
1033,August,Auinger,AUT,
1034,Clive,Padgett,GBR,
1035,Hervi,Moineau,FRA,
1036,Dick,Alblas,NED,
1037,Jack,Middelburg,NED,
1038,Roland,Freymond,SWI,
1039,Marc,Fontan,FRA,
1040,Y.,Dupont,FRA,
1041,Benny,Janssen,NED,
1042,Rainer,Scheidhauer,GER,
1043,Randy,Mamola,USA,
1044,Mike,Baldwin,USA,
1045,Gary,Lingham,GBR,
1046,Gustav,Reiner,GER,
1047,Hiroyuki,Kawasaki,JPN,
1048,Henk,De Vries,NED,
1049,Jodef,Hage,GER,
1050,Jacky,Matagne,BEL,
1051,Sergio,Pellandini,SWI,
1052,Guy,Cooremans,BEL,
1053,John,Woodley,GBR,
1054,Peter,Sjostrom,SWE,
1055,Dieter,Heinen,BEL,
1056,Gianni,Pelletier,ITA,
1057,Fernando,Gonzales De N.,SPA,
1058,P.,Herouard,?,
1059,J.F.,Lecureux,FRA,
1060,Ivan,Troisi,VEN,
1061,F.,Granon,FRA,
1062,J.P.,Magnoni,FRA,
1063,Edi,Stoellinger,AUT,
1064,Richard,Hubin,BEL,
1065,Y.,Matsumoto,JPN,
1066,Alfred,Waibel,GER,
1067,Gerhard,Waibel,GER,
1068,Sadao,Asami,JPN,
1069,Jeffrey,Sayle,AUS,
1070,M.,Sayle,AUS,
1071,E.,Elias,?,
1072,Reinhold,Roth,GER,
1073,A.,Faccioli,ITA,
1074,Massimo,Matteoni,ITA,
1075,Paolo,Ferretti,ITA,
1076,M.,Servadio,?,
1077,E.,Saffioti,ITA,
1078,Paolo,Priori,ITA,
1079,Gianpaolo,Marchetti,ITA,
1080,Daniel,Mateos,?,
1081,Joaquim,Gali,SPA,
1082,P.,Verbic,YUG,
1083,Graham,Singer,?,
1084,Graeme,McGregor,AUS,
1085,Michel,Simeon,BEL,
1086,Rinus,Van Kasteren,NED,
1087,Marc,Garcia,FRA,
1088,M.,Van Soest,NED,
1089,Paul,Bordes,FRA,
1090,Anton,Straver,NED,
1091,R.,Reneir,BEL,
1092,R.,Oosting,?,
1093,Lennart,Backstrom,SWE,
1094,Willem,Zoet,NED,
1095,S.,Janssen,GER,
1096,Dario,Marchetti,ITA,
1097,Johnny,Wickstroem,FIN,
1098,B.,Elgh,SWE,
1099,Keith,Huewen,GBR,
1100,Tony,Head,GBR,
1101,Herve,Guilleux,FRA,
1102,Joey,Dunlop,GBR,
1103,Graeme,Crosby,NZE,
1104,Sito,Pons,SPA,
1105,Guido,Paci,ITA,
1106,Marco,Papa,ITA,
1107,Giuseppe,Ascareggi,ITA,
1108,Jacques,Cornu,SWI,
1109,Hugo,Vignetti,ARG,
1110,R.,Sibille,FRA,
1111,A.,Gouin,FRA,
1112,Loris,Reggiani,ITA,
1113,Jean Claude,Selini,FRA,
1114,Jean Marc,Toffolo,BEL,
1115,Didier,De Radigues,BEL,
1116,Rene,Deláby,BEL,
1117,Hans,Spaan,NED,
1118,Otto,Machinek,AUT,
1119,Frank,Gross,FRA,
1120,Titer,Balaz,TCH,
1121,Jacques,Bolle,FRA,
1122,Michel,Galbit,FRA,
1123,Jhonni,Baeckstroem,SWE,
1124,Jean Louis,Tournadre,FRA,
1125,Herbert,Hauf,GER,
1126,Martin,Wimmer,GER,
1127,H.,Tomic,GER,
1128,G.,Boehl,?,
1129,Chris,Guy,GBR,
1130,Kimmo,Kopra,FIN,
1131,Maurizio,Vitali,ITA,
1132,R.,Schlachter,USA,
1133,J.,Genoud,SWI,
1134,Gerhard,Bauer,GER,
1135,K.,Kull,?,
1136,H.,Engelhardt,?,
1137,M.,Musco,ITA,
1138,Michele,Ettore,ITA,
1139,P.,Kambourian,?,
1140,Pierre,Bolle,FRA,
1141,Marc,Schouten,NED,
1142,Chris,Baert,BEL,
1143,R.,Ruosi,ITA,
1144,Olivier,Liégeois,BEL,
1145,Erich,Klein,AUT,
1146,Freddie,Spencer,USA,
1147,Philippe,Robinet,FRA,
1148,Andreas,Hofmann,GER,
1149,F.,Cerdera,?,
1150,Harald,Eckl,GER,
1151,Siegfried,Minich,AUT,
1152,Wolfgang,Von Muralt,SWI,
1153,Pierluigi,Aldrovandi,ITA,
1154,H.,Lichtenberg,GER,
1155,Gabriel,Grabia,FRA,
1156,Alex,Bedford,GBR,
1157,Esa,Kytölä,FIN,
1158,Antonio,Neto,BRA,
1159,Jorge,Martinez,SPA,
1160,Fabio,Biliotti,ITA,
1161,Attilio,Riondato,?,
1162,Massimo,Broccoli,ITA,
1163,Marcellino,Lucchi,ITA,
1164,Domenico,Brigaglia,ITA,
1165,Luigi,Piccirillo,ITA,
1166,Massimo,De Lorenzi,ITA,
1167,D.,Priori,?,
1168,Ron,Haslam,GBR,
1169,R.,Eskelinen,FIN,
1170,Paul,Rimmelzwaan,NED,
1171,Jean Michel,Mattioli,FRA,
1172,Alan,Watts,AUS,
1173,Jikka,Jaakkola,FIN,
1174,M.,Mordenti,ITA,
1175,Ernst,Gschwender,GER,
1176,Manfred,Herweh,GER,
1177,Franz,Kaserer,?,
1178,Eddie,Lawson,USA,
1179,Paul,Lewis,AUS,
1180,Mark,Salle,GBR,
1181,Alfons,Ammerschlager,GER,
1182,Thierry,Rapicault,FRA,
1183,Robbie,Petersen,USA,
1184,Alan,Carter,GBR,
1185,Carlos,Cardús,SPA,
1186,Thomas,Pedersen,DAN,
1187,Patrick,Lagrive,FRA,
1188,Bady,Hassaine,ALG,
1189,Hans,Koopman,NED,
1190,Jos,Van Dongen,NED,
1191,Zdravko,Matulja,YUG,
1192,Karl,Grässel,GER,
1193,Edwin,Weibel,SWI,
1194,Ezio,Gianola,ITA,
1195,Fausto,Gresini,ITA,
1196,Stefano,Caracchi,ITA,
1197,Lucio,Pietroniro,BEL,
1198,Andres,Sanchez,SPA,
1199,Janez,Pintar,YUG,
1200,Bruno,Luscher,SWI,
1201,Donnie,Mcleod,GBR,
1202,Ian,McConnachie,GBR,
1203,Alojz,Pavlic,YUG,
1204,Teruo,Fukuda,JPN,
1205,Maurizio,Stocco,ITA,
1206,Rob,Punt,NED,
1207,Stephane,Mertens,BEL,
1208,Jussi,Hautaniemi,FIN,
1209,Wayne,Gardner,AUS,
1210,Simon,Buckmaster,GBR,
1211,Robin,Appleyard,GBR,
1212,Chris,Fisher,DAN,
1213,Peter,Linden,SWE,
1214,Hakan,Olsson,SWE,
1215,Rob,Mcelnea,GBR,
1216,Tadahiko,Taira,JPN,
1217,Christian,Le Liard,FRA,
1218,Roger,Marshall,GBR,
1219,Armando,Errico,ITA,
1220,Brett,Hudson,RSA,
1221,Mario,Rademeyer,RSA,
1222,Oscar,La Ferla,ITA,
1223,Fausto,Ricci,ITA,
1224,Wayne,Rainey,USA,
1225,Luca,Cadalora,ITA,
1226,Hubert,Abold,GER,
1227,Wim,Heykamp,?,
1228,Reinhard,Koberstein,GER,
1229,Salvatore,Milano,ITA,
1230,Reiner,Koster,SWI,
1231,Luis Miguel,Reyes,SPA,
1232,Manuel,Herreros,SPA,
1233,Manfred,Fischer,GER,
1234,Thomas,Engl,?,
1235,Henk,Van Der Mark,NED,
1236,Vincenzo,Cascino,?,
1237,Willem,Heykoop,NED,
1238,George,Looijesteyn,NED,
1239,Serge,Julin,BEL,
1240,Bernd,Rossbach,GER,
1241,Dave,Petersen,ZIM,
1242,maurice,Coq,FRA,
1243,Claude,Arciero,FRA,
1244,Marco,Gentile,ITA,
1245,Jean-Luc,Guillemet,FRA,
1246,Karl,Truchsess,AUT,
1247,Josef,Doppler,AUT,
1248,Niel,Robinson,GBR,
1249,Juan,Garriga,SPA,
1250,Maarten,Duyzers,NED,
1251,Cees,Doorakkers,NED,
1252,Bert,Smit,NED,
1253,Mile,Pajic,NED,
1254,Andy,Watts,GBR,
1255,Niall,Mackenzie,GBR,
1256,Mike,Leitner,AUT,
1257,Roger,Burnett,GBR,
1258,Anders,Anderson,SWE,
1259,Herbert,Besendörfer,GER,
1260,Alessandro,Valesi,ITA,
1261,Gerd,Kafka,AUT,
1262,Dominique,Sarron,FRA,
1263,Hans,Lindner,AUT,
1264,Jean,Foray,FRA,
1265,Patrick,Igoa,FRA,
1266,Massimo,Messere,ITA,
1267,Dave,Estment,RSA,
1268,Harald,Becker,GER,
1269,Antonio,Perez,SPA,
1270,Antonio,Boronat,SPA,
1271,Thierry,Feuz,SWI,
1272,Fernando,Gonzalez,SPA,
1273,Richard,Bay,FRA,
1274,Jean-Marc,Velay,FRA,
1275,Ricardo,Blanco,ARG,
1276,Willi,Hupperich,GER,
1277,Stefan,Prein,GER,
1278,Joan,Bolart,SPA,
1279,Andy,Leuthe,LUX,
1280,Michel,Escudier,FRA,
1281,Giuliano,Tabanelli,ITA,
1282,Jamie,Lodge,?,
1283,Herri,Torrontegui,SPA,
1284,Norbert,Peschke,GER,
1285,Adi,Stadler,GER,
1286,Josef,Hutter,AUT,
1287,René,Dünki,SWI,
1288,Pierre-Etienne,Samin,FRA,
1289,Cees,Besseling,NED,
1290,Domingo,Gil,SPA,
1291,Jose,Saez,SPA,
1292,Kenny,Irons,GBR,
1293,Michael,McGarrity,IRL,
1294,Gary,Noel,GBR,
1295,Gastone,Grassetti,ITA,
1296,Vincenzo,Sblendorio,ITA,
1297,Pierfrancesco,Chili,ITA,
1298,Shunji,Yatsushiro,JPN,
1299,Kevin,Schwantz,USA,
1300,Paolo,Casoli,ITA,
1301,Juan,Esteve,SPA,
1302,Bruno,Bonhuil,FRA,
1303,Gerold,Fisher,GER,
1304,Helmut,Schutz,GER,
1305,Ian,Newton,GBR,
1306,Jochen,Schmid,GER,
1307,Ernst,Himmelsbach,GER,
1308,Josef,Fischer,AUT,
1309,Felix,Rodriguez,SPA,
1310,Alex,Barros,BRA,4
1311,Andy,Preining,AUT,
1312,Thomas,Bacher,AUT,
1313,Fabio,Barchitta,ITA,
1314,Helmut,Bradl,GER,
1315,Masaru,Mizutani,JPN,
1316,Urs,Lüzi,SWI,
1317,Gerard,Van Der Wal,NED,
1318,Robin,Milton,GBR,
1319,Ton,Spek,NED,
1320,Mark,Phillips,GBR,
1321,Georg,Jung,GER,
1322,Paul,Ramon,BEL,
1323,Dave,Griffith,GBR,
1324,Alberto,Rota,ITA,
1325,Bernhard,Absmeier,GER,
1326,Alain,Kempener,BEL,
1327,Peter,Sommer,SWI,
1328,Patrick,Daudier,FRA,
1329,Jan,Eggens,NED,
1330,Dietmar,Mayer,GER,
1331,Konrad,Hefele,GER,
1332,Eric,Gijsel,BEL,
1333,Steve,Manley,GBR,
1334,Carl,Fogarty,GBR,
1335,Osamu,Hiwatashi,JPN,
1336,Garry,Cowan,IRL,
1337,Wilco,Zeelenberg,NED,
1338,Dennis,Batchelor,GBR,
1339,Philippe,Pagano,FRA,
1340,Bruno,Casanova,ITA,
1341,Claudio,Cipriani,ITA,
1342,Kevin,Magee,AUS,
1343,Shinichi,Ito,JPN,72
1344,Alan,Scott,USA,
1345,Shinji,Katayama,JPN,
1346,Takumi,Ito,JPN,
1347,Masaru,Kobayashi,JPN,
1348,Masao,Shimizu,JPN,
1349,Masumitsu,Taguchi,JPN,
1350,Takayoshi,Yamamoto,JPN,
1351,Toshihiro,Wakayama,JPN,
1352,Keiji,Tamura,JPN,
1353,Richard,Scott,NZE,
1354,Daniel,Amatriain,SPA,
1355,Tony,Carey,IRL,
1356,Jean Philippe,Ruggia,FRA,
1357,Alain,Bronec,FRA,
1358,Herve,Duffard,FRA,
1359,Juan,Lopez Mella,SPA,
1360,Claudio,Macciotta,ITA,
1361,Alex,Criville,SPA,
1362,Julian,Miralles,SPA,84
1363,Jörg,Seel,GER,
1364,Xavier,Arumi,?,
1365,Erich,Neumair,AUT,
1366,Heinz,Paschen,GER,
1367,Michael,Gschwender,?,
1368,Ralf,Waldmann,GER,95
1369,Károly,Juhász,HUN,
1370,Vittorio,Scatola,ITA,
1371,Corrado,Catalano,ITA,
1372,Stuart,Edwards,GBR,
1373,Wilhelm,Horhager,GER,
1374,Urs,Jücker,SWI,
1375,Flemming,Kistrup,DAN,
1376,Mathias,Ehinger,?,
1377,Peter,Oettl,GER,
1378,Kevin,Mitchell,GBR,
1379,Zdravko,Leljak,YUG,
1380,Brane,Rokavec,YUG,
1381,Xavier,Cardelus,AND,
1382,Alberto,Puig,SPA,
1383,Patrick,Vd Goorbergh,NED,
1384,Rachel,Nicotte,FRA,
1385,Christian,Boudinot,FRA,
1386,Andy,Machin,GBR,
1387,Bernard,Haenggeli,SWI,
1388,Nigel,Bosworth,GBR,
1389,Kris,Galatowicz,GBR,
1390,Jacques,Bernard,BEL,
1391,Taru,Rinne,FIN,
1392,Stefan,Brägger,SWI,
1393,Romolo,Balbi,ITA,
1394,Renato,Colleoni,ITA,
1395,Stefano,Bianchi,ITA,
1396,Emilio,Cuppini,ITA,
1397,Lionel,Robert,FRA,
1398,Antonio,Oliveros,SPA,
1399,Luis,Lavado,VEN,
1400,Hikaru,Miyagi,JPN,
1401,Katsuaki,Fujiwara,JPN,
1402,Peter,Schleef,GER,
1403,Michael,Rudroff,GER,
1404,John,Kocinski,USA,
1405,Toshihiko,Honma,JPN,
1406,Seigo,Kikuchi,JPN,
1407,Kyoji,Nanba,JPN,
1408,Youichi,Yamamoto,JPN,
1409,Yoshiari,Hori,JPN,
1410,Hideshi,Tomita,JPN,
1411,Katsuyoshi,Kozono,JPN,
1412,Jim,Filice,USA,
1413,Bubba,Shobert,USA,
1414,Randy,Renfrow,USA,
1415,Rich,Oliver,USA,
1416,John,Cornwell,CAN,
1417,Niggi,Schmassman,SWI,
1418,Hisashi,Unemoto,JPN,
1419,Koji,Takada,JPN,
1420,Heinz,Lüthi,SWI,
1421,Manuel,Hernandez,SPA,43
